brand,name,price,spec_score,user_votes,user_rating,os,utility: Business,utility: Everyday Use,utility: Performance,utility: Gaming,thickness_mm,weight_kg,warranty,screen_size,resolution_WIDTH,resolution_HEIGHT,resolution_category,ppi_num,ppi_category,battery_Wh,aspect_ratio,touch_screen,anti_glare,processor_gen,processor_brand,processor_core,base_processor_speed_GHz,turbo_processor_speed_GHz,no_cores,cache_memory_mb,graphics_brand,rom_capacity_gb,internal_memory_gb
lenovo,IdeaPad Slim 5 82XE004RIN,56190.0,61.0,135.0,4.7, windows 11,0,1,0,0,,1.46,1.0,14.0,1200.0,1920.0,Good,162.0,High,56.6,16:9,0,1,7.0,amd,Ryzen 5,2.0,4.5,6.0,16.0,amd,16.0,512.0
asus,Vivobook 15 X1504ZA-NJ325WS,35990.0,52.0,605.0,4.2, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
hp,Dragonfly G4,231746.0,69.0,101.0,4.4, windows 11,1,0,0,0,,0.99,1.0,13.5,1280.0,1920.0,Poor,166.0,Low,68.0,,1,0,13.0,intel,Core i7,,5.2,10.0,12.0,intel,16.0,512.0
chuwi,CoreBook X Pro,32999.0,50.0,111.0,4.6, windows 11,0,1,0,0,,1.47,1.0,15.6,1080.0,1920.0,Average,280.0,Highest,66.9,16:9,0,0,10.0,intel,Core i5,1.6,4.2,4.0,6.0,intel,16.0,512.0
asus,Vivobook Pro 15 M6500QFB-LK541WS,59990.0,62.0,763.0,4.4, windows 11,0,0,0,1,19.9,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,16:9,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,nvidia,16.0,512.0
asus,Vivobook 16X 2023 K3605ZC-MBN741WS,77990.0,68.0,111.0,4.2, windows 11,0,0,1,0,18.9,1.8,1.0,16.0,1200.0,1920.0,Good,142.0,Average,50.0,16:10,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,512.0
lenovo,IdeaPad Slim 3 82XQ008VIN,43990.0,55.0,239.0,4.0, windows 11,0,1,0,0,,1.62,1.0,15.6,1080.0,1920.0,Average,141.0,Average,47.0,16:9,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,16.0,512.0
hp,Omen 16-wd0770TX Gaming,89990.0,68.0,96.0,4.5, windows 11,0,0,0,1,23.9,2.35,1.0,16.1,1080.0,1920.0,Average,137.0,Low,83.0,16:9,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,nvidia,16.0,512.0
hp,Envy x360 13-bf0141tu,101990.0,63.0,51.0,4.3, windows 11,0,0,1,0,16.9,1.32,1.0,13.3,1800.0,2880.0,Good,255.0,High,,,1,0,12.0,intel,Core i7,,4.7,10.0,12.0,intel,16.0,512.0
msi,Katana 15 B13UDXK-1017IN Gaming,69990.0,69.0,103.0,4.6, windows 11,0,0,1,0,24.9,2.25,2.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,8.0,512.0
acer,Predator 16 NH.QLUSI.005,159990.0,74.0,87.0,4.5, windows 11,0,0,1,0,2.6,2.6,1.0,16.0,1600.0,2560.0,Average,142.0,Low,90.0,,0,1,13.0,intel,Core i9,,5.4,24.0,36.0,nvidia,16.0,1024.0
lenovo,IdeaPad Slim 5i 82XF003CIN,69990.0,56.0,79.0,4.4, windows 11,0,0,1,0,19.9,1.63,1.0,16.0,1200.0,1920.0,Good,142.0,Average,56.6,,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,intel,16.0,512.0
hp,Victus 15-fb0134AX Gaming,54559.0,65.0,481.0,4.3, windows 11,0,0,0,1,22.5,2.37,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,amd,16.0,512.0
hp,Victus 15-fa0188TX Gaming,76990.0,70.0,222.0,4.3, windows 11,0,0,0,1,22.5,2.37,1.0,15.6,1080.0,1920.0,Average,137.0,Low,,16:9,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,512.0
lenovo,IdeaPad Slim 5 82XD003PIN,69990.0,56.0,65.0,4.6, windows 11,0,0,1,0,19.9,1.63,2.0,14.0,1200.0,1920.0,Good,142.0,Average,56.6,,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,intel,16.0,512.0
dell,Inspiron 3520 IN3520KTMFJ001ORS1,35490.0,54.0,280.0,4.3, windows 11,0,0,0,0,18.7,1.85,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
asus,Vivobook Pro 15 M6500QFB-LK742WS,66990.0,68.0,141.0,4.4, windows 11,0,0,0,1,19.9,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,16:9,0,1,5.0,amd,Ryzen 7,3.2,4.4,8.0,16.0,nvidia,16.0,512.0
msi,Prestige 16 A13UCX-250IN,119990.0,69.0,107.0,4.4, windows 11,0,0,1,0,16.85,2.1,2.0,16.0,1600.0,2560.0,Good,189.0,High,82.0,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,16.0,1024.0
asus,VivoBook 15 X1500EA-EJ326WS,31990.0,52.0,85.0,4.1, windows 11,0,1,0,0,19.9,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,37.0,16:9,0,1,11.0,,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
lenovo,LOQ 15IRH8 82XV00F7IN 2023 Gaming,90990.0,68.0,149.0,4.2, windows 11,0,0,0,1,25.2,2.4,1.0,15.6,1080.0,1920.0,Average,184.0,High,60.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
lenovo,LOQ 15IRH8 82XV00F5IN 2023 Gaming,79990.0,66.0,594.0,4.4, windows 11,0,0,0,1,25.2,2.4,1.0,15.6,1080.0,1920.0,Average,184.0,High,60.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
hp,Pavilion x360 14-ek1074TU,72490.0,63.0,112.0,4.6, windows 11,0,0,0,0,,1.69,1.0,14.0,1080.0,1920.0,Average,157.0,Average,43.0,16:9,1,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
lenovo,LOQ 15IRH8 82XV00F6IN 2023 Gaming,85990.0,66.0,96.0,4.5, windows 11,0,0,0,1,25.2,2.4,1.0,15.6,1080.0,1920.0,Average,184.0,High,60.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
hp,15s-fr2515TU,36790.0,55.0,470.0,4.1, windows 11,0,1,0,0,17.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
lenovo,LOQ 15APH8 82XT004JIN 2023 Gaming,92990.0,70.0,116.0,4.7, windows 11,0,0,0,1,22.1,2.4,1.0,15.6,1080.0,1920.0,Average,184.0,High,60.0,16:10,0,1,7.0,amd,Ryzen 7,3.8,5.1,8.0,16.0,nvidia,16.0,512.0
asus,Vivobook 15 X1502ZA-EJ545WS,51990.0,59.0,1060.0,4.2, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,16:9,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,16.0,512.0
msi,Vector GP78HX 13VI-409IN Gaming,344990.0,88.0,108.0,4.1, windows 11,0,0,0,1,29.45,3.0,2.0,17.0,1600.0,2560.0,Average,178.0,Average,90.0,16:10,0,1,13.0,intel,Core i9,,5.6,24.0,36.0,nvidia,32.0,2048.0
hp,Omen 16-wf0111TX Gaming,126499.0,73.0,87.0,4.3, windows 11,0,0,1,0,23.5,2.35,1.0,16.1,1080.0,1920.0,Bad,182.0,Average,83.0,,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,1024.0
lenovo,LOQ 15IRH8 82XV00BQIN 2023 Gaming,100190.0,63.0,224.0,4.4, windows 11,0,0,0,1,,,1.0,15.6,1080.0,1920.0,Average,184.0,High,60.0,16:10,0,1,13.0,intel,Core i7,,4.9,10.0,24.0,nvidia,16.0,512.0
lenovo,LOQ 15APH8 82XT009CIN 2023 Gaming,116990.0,71.0,164.0,4.6, windows 11,0,0,0,1,22.1,2.4,1.0,15.6,1080.0,1920.0,Bad,184.0,High,60.0,16:10,0,1,7.0,amd,Ryzen 7,3.8,5.1,8.0,16.0,nvidia,16.0,512.0
lenovo,LOQ 15IRH8 82XV00BRIN 2023 Gaming,104990.0,60.0,186.0,4.2, windows 11,0,0,0,1,,,1.0,15.6,1080.0,1920.0,Average,184.0,High,60.0,16:10,0,1,13.0,intel,Core i7,,,,,,16.0,512.0
hp,Omen 16-wf0055TX Gaming,132490.0,72.0,115.0,4.5, windows 11,0,0,1,0,23.5,2.35,1.0,16.1,1080.0,1920.0,Bad,182.0,Average,83.0,,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,512.0
hp,Omen 16-xf0059AX Gaming,113090.0,71.0,71.0,4.3, windows 11,0,0,0,0,,,1.0,16.0,1080.0,1920.0,Bad,141.0,Low,83.0,16:9,0,1,7.0,amd,Ryzen 7,3.8,5.1,8.0,16.0,nvidia,16.0,512.0
hp,240 G8 689U2PA Business,31890.0,56.0,90.0,4.6, windows 11,0,0,1,0,19.9,1.47,1.0,14.0,768.0,1366.0,Poor,112.0,Low,41.0,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
infinix,INBook X2 Plus,49990.0,55.0,104.0,4.7, windows 11,0,0,1,0,,1.58,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,0,11.0,intel,Core i7,2.9,5.0,4.0,12.0,intel,16.0,1024.0
acer,Nitro 5 AN515-58 NH.QFHSI.008 Gaming,65990.0,61.0,664.0,4.3, windows 11,0,0,0,1,26.0,2.5,1.0,15.6,1080.0,1920.0,Average,141.0,Average,57.5,16:9,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,8.0,512.0
acer,Aspire Lite AL15-51 2023,34990.0,55.0,88.0,4.3, windows 11,0,0,1,0,19.7,1.59,1.0,15.6,1080.0,1920.0,Average,141.0,Average,36.0,16:9,0,1,5.0,amd,Ryzen 5,2.1,4.0,6.0,8.0,amd,8.0,512.0
lenovo,LOQ 2023 Gaming Laptop,89999.0,60.0,65.0,4.0, windows 11,0,0,0,1,,,1.0,15.6,1080.0,1920.0,Average,184.0,High,60.0,16:10,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,nvidia,8.0,512.0
lenovo,Yoga Book 9i 2023 82YQ001DIN,222990.0,71.0,72.0,4.2, windows 11,0,0,0,0,15.95,1.34,3.0,13.3,1800.0,2880.0,Average,255.0,High,,16:10,1,0,13.0,intel,Core i7,,5.0,10.0,12.0,intel,16.0,1024.0
dell,Inspiron 5330,96490.0,61.0,70.0,4.4, windows 11,0,0,0,0,,,1.0,13.3,1600.0,2560.0,Good,227.0,High,,16:10,0,1,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,16.0,512.0
dell,XPS 15 9530,257490.0,80.0,71.0,4.0, windows 11,0,1,0,0,18.0,1.92,1.0,15.6,2160.0,3456.0,Good,290.0,Highest,86.0,,1,0,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,16.0,1024.0
lenovo,Legion Y9000X 2023,148990.0,78.0,87.0,4.2, windows 11,0,0,0,1,,,1.0,16.0,2000.0,3200.0,Good,236.0,High,99.0,16:10,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,32.0,1024.0
asus,Vivobook 15 X1504ZA-NJ321WS,35990.0,52.0,102.0,4.3, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
hp,Victus 16-D0314TX Gaming,60200.0,71.0,77.0,4.7, windows 11,0,0,0,1,23.5,2.46,1.0,16.1,1080.0,1920.0,Average,137.0,Low,70.0,16:9,0,1,11.0,intel,Core i5,2.2,4.5,6.0,12.0,nvidia,16.0,512.0
acer,Nitro 5 AN515-58 NH.QFHSI.007 Gaming,86990.0,68.0,87.0,4.4, windows 11,0,0,0,1,25.9,2.5,1.0,15.6,1080.0,1920.0,Average,141.0,Average,57.0,,0,1,12.0,intel,Core i7,2.3,4.7,14.0,24.0,nvidia,16.0,512.0
jio,JioBook NB1112MM BLU 2023 Netbook,14701.0,23.0,258.0,3.4,,0,1,0,0,,,1.0,11.6,768.0,1366.0,Average,135.0,Average,14.8,,0,1,,,,,2.0,8.0,,arm,4.0,64.0
hp,Omen 16-u0005TX Gaming,159999.0,77.0,101.0,4.2, windows 11,0,0,1,0,19.9,2.09,1.0,16.1,1600.0,2560.0,Average,182.0,Average,97.0,,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,1024.0
lenovo,IdeaPad Slim 5i 82XF003DIN,90000.0,60.0,56.0,4.8, windows 11,0,0,1,0,19.9,1.63,2.0,16.0,1200.0,1920.0,Average,142.0,Average,56.6,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,intel,16.0,512.0
lenovo,Legion Y9000X,150000.0,61.0,78.0,4.2, windows,0,0,0,0,17.6,2.1,,16.0,2000.0,3200.0,Good,236.0,High,99.0,16:10,0,0,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,,1024.0
dell,Inspiron 5425,61490.0,61.0,57.0,4.5, windows 11,0,0,1,0,19.0,1.54,1.0,14.0,1080.0,1920.0,Average,157.0,High,54.0,,0,0,5.0,amd,Ryzen 7,2.0,4.5,8.0,16.0,amd,16.0,512.0
dell,Alienware X16 R1 2023 Gaming,322190.0,84.0,67.0,4.5, windows 11,0,0,0,1,,2.72,1.0,16.0,1800.0,3200.0,Average,229.0,Average,86.0,,0,1,13.0,intel,Core i9,,5.4,24.0,36.0,nvidia,32.0,1024.0
dell,Alienware X16 Gaming,453990.0,84.0,101.0,4.3, windows 11,0,0,0,1,,2.72,1.0,16.0,1800.0,3200.0,Average,229.0,Average,90.0,,0,1,13.0,intel,Core i9,,5.4,14.0,24.0,nvidia,32.0,2048.0
dell,Alienware m16 2023 Gaming,199290.0,81.0,69.0,4.3, windows 11,0,0,0,1,,3.23,1.0,16.0,1200.0,1920.0,Poor,216.0,High,86.0,16:9,0,1,7.0,amd,Ryzen 7,3.6,5.1,8.0,32.0,nvidia,16.0,1024.0
msi,Prestige 14H B12UCX-412IN,89990.0,66.0,59.0,4.7, windows 11,0,0,1,0,17.9,1.49,2.0,14.0,1200.0,1920.0,Average,170.0,High,72.0,16:10,0,1,12.0,intel,Core i5,1.7,4.4,12.0,12.0,nvidia,16.0,512.0
msi,Modern 15 B11M-063IN,34990.0,54.0,223.0,4.0, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
msi,Modern 15 B12M-613IN,33990.0,53.0,115.0,4.2, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,157.0,High,53.8,,0,0,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
dell,Alienware M18 R1 2023 Gaming,448690.0,83.0,107.0,4.0, windows 11,0,0,0,1,,2.72,1.0,18.0,1800.0,3200.0,Average,204.0,Average,97.0,,0,1,13.0,intel,Core i9,,5.6,24.0,36.0,nvidia,64.0,1024.0
lenovo,Yoga 6 83B2005TIN,75190.0,64.0,78.0,4.5, windows 11,0,0,1,0,,,3.0,13.3,1200.0,1920.0,Good,170.0,High,59.0,,1,0,7.0,amd,Ryzen 5,2.0,4.5,6.0,16.0,amd,16.0,512.0
acer,Nitro 16 ‎AN16-41 Gaming,129990.0,77.0,86.0,4.8, windows 11,0,0,0,0,27.9,2.8,1.0,16.0,1200.0,1920.0,Average,142.0,Average,90.0,16:10,0,1,7.0,amd,Ryzen 7,3.8,5.1,8.0,16.0,nvidia,16.0,512.0
lenovo,IdeaPad Flex 5 82XX007KIN,65990.0,65.0,111.0,4.5, windows 11,0,0,1,0,17.8,1.55,1.0,14.0,1200.0,1920.0,Good,162.0,High,52.5,,1,0,7.0,amd,Ryzen 5,2.0,4.5,6.0,16.0,amd,16.0,512.0
asus,Vivobook 14X K3405ZFB-KM752WS,79990.0,70.0,132.0,4.1, windows 11,0,0,1,0,18.9,1.4,1.0,14.0,1800.0,2880.0,Good,243.0,High,63.0,16:10,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,1024.0
lenovo,IdeaPad Flex 5 82R900D9IN,65190.0,69.0,88.0,4.6, windows 11,0,0,1,0,17.9,1.55,1.0,14.0,1200.0,1920.0,Good,162.0,High,52.5,,1,0,5.0,amd,Ryzen 7,1.8,4.3,8.0,8.0,amd,16.0,512.0
hp,15s-fy5004TU,41199.0,52.0,2665.0,4.2, windows 11,0,0,1,0,,1.69,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,16.0,512.0
asus,Zenbook 14X OLED 2023 UX5401ZA-KM541WS,67990.0,62.0,160.0,4.3, windows 11,0,0,1,0,18.9,1.4,1.0,14.0,1800.0,2880.0,Good,243.0,High,,16:10,0,1,12.0,intel,Core i5,2.5,4.5,12.0,18.0,intel,16.0,512.0
asus,Vivobook 16X 2023 K3605ZF-MBN741WS,88990.0,70.0,89.0,4.8, windows 11,0,0,1,0,18.9,1.8,1.0,16.0,1200.0,1920.0,Average,142.0,Average,50.0,16:10,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,512.0
lenovo,IdeaPad Slim 3 82XQ008GIN,40990.0,53.0,94.0,4.6, windows 11,0,1,0,0,,1.62,1.0,15.6,1080.0,1920.0,Average,141.0,Average,47.0,16:9,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,8.0,512.0
asus,ROG Zephyrus G16 2023 GU603ZU-N3023WS,114990.0,77.0,86.0,4.2, windows 11,0,0,0,1,22.3,2.0,1.0,16.0,1600.0,2560.0,Good,189.0,High,90.0,16:10,0,1,12.0,intel,Core i7,2.3,4.7,14.0,24.0,nvidia,16.0,1024.0
dell,Alienware m16 Gaming,303290.0,91.0,106.0,4.7, windows 11,0,0,0,1,,3.23,1.0,16.0,1200.0,1920.0,Poor,216.0,Average,86.0,16:9,0,1,7.0,amd,Ryzen 9,3.0,5.2,12.0,64.0,nvidia,32.0,2048.0
asus,Vivobook 16X 2023 K3605ZF-MBN543WS,64990.0,68.0,123.0,4.6, windows 11,0,0,1,0,18.9,1.8,1.0,16.0,1200.0,1920.0,Good,142.0,Average,50.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
asus,Vivobook Pro 15 M6500QC-LK742WS,73990.0,69.0,107.0,4.8, windows 11,0,0,0,1,19.9,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,16:9,0,1,5.0,amd,Ryzen 7,3.2,4.4,8.0,16.0,nvidia,16.0,512.0
hp,ZBook Firefly 14 G9 Workstation 2023,121860.0,63.0,60.0,4.2, windows 11,0,1,0,0,,,1.0,14.0,1200.0,1920.0,Average,162.0,Average,51.0,,0,1,12.0,intel,Core i7,1.7,4.7,10.0,12.0,intel,16.0,512.0
acer,Aspire Lite AL15-51 2023,42600.0,59.0,595.0,3.9, windows 11,0,0,1,0,19.7,1.59,1.0,15.6,1080.0,1920.0,Average,141.0,Average,36.0,16:9,0,1,11.0,intel,Core i5,2.5,4.5,4.0,8.0,intel,16.0,512.0
acer,Aspire Lite 2023 AL15-51,41400.0,56.0,286.0,4.0, windows 11,0,0,1,0,19.7,1.59,1.0,15.6,1080.0,1920.0,Average,141.0,Average,36.0,16:9,0,1,11.0,intel,Core i5,2.5,4.5,4.0,8.0,intel,8.0,512.0
hp,15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/,31490.0,42.0,72.0,4.2, windows 11,0,0,1,0,17.9,1.69,1.0,15.6,768.0,1366.0,Poor,112.0,Low,41.0,,0,0,,intel,Pentium,1.1,3.3,4.0,4.0,intel,8.0,512.0
fujitsu,UH-X ‎4ZR1L12856,89990.0,69.0,112.0,4.0, windows 11,0,0,0,0,17.0,0.908,2.0,14.0,1200.0,1920.0,Average,162.0,High,64.0,16:10,0,1,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,16.0,512.0
lg,UltraPC 16 ‎16U70R-G.AH56A2,78299.0,69.0,94.0,4.1, windows 11,0,0,0,0,16.3,1.6,1.0,16.0,1200.0,1920.0,Good,142.0,Average,72.0,,1,0,7.0,amd,Ryzen 5,2.0,4.5,6.0,16.0,amd,16.0,512.0
asus,ROG Zephyrus G14 GA402NJ-L8094WS Gaming,89990.0,66.0,79.0,4.1, windows 11,0,0,0,1,,,1.0,14.0,1600.0,2560.0,Good,216.0,High,,16:10,0,1,6.0,amd,Ryzen 7,3.2,4.75,8.0,16.0,nvidia,16.0,512.0
hp,ZBook Studio G9 WUXGA Workstation,261921.0,80.0,101.0,4.5, windows 11,0,0,0,0,19.0,1.73,1.0,16.0,1200.0,1920.0,Poor,283.0,High,86.0,,0,1,12.0,intel,Core i7,2.3,4.7,14.0,24.0,nvidia,16.0,1024.0
hp,ZBook Studio G9 2023 Workstation WQUXGA,390914.0,90.0,73.0,4.3, windows 11,0,0,0,0,19.0,1.73,1.0,16.0,2400.0,3840.0,Best,283.0,Highest,86.0,,0,1,12.0,intel,Core i9,2.5,5.0,14.0,24.0,nvidia,32.0,1024.0
lenovo,IdeaPad 1 82V6005CIN,22490.0,34.0,103.0,4.4, windows 11,0,1,0,0,,1.3,1.0,11.6,768.0,1366.0,Bad,135.0,Average,,,0,1,,intel,Celeron,1.1,2.8,2.0,4.0,intel,4.0,256.0
hp,ZBook Studio G9 WUXGA 16 Workstation,373192.0,88.0,82.0,4.2, windows 11,0,0,0,0,19.0,1.73,1.0,16.0,,,,283.0,Highest,86.0,,0,0,12.0,intel,Core i9,2.5,5.0,14.0,24.0,nvidia,32.0,1024.0
hp,ZBook Firefly 14 G9 WUXGA,111422.0,62.0,70.0,4.7, windows 11,0,1,0,0,,,1.0,14.0,1200.0,1920.0,Average,162.0,Average,51.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,16.0,1024.0
hp,ZBook Firefly 14 G9,96700.0,60.0,81.0,4.0, windows 11,0,1,0,0,,,1.0,14.0,1200.0,1920.0,Average,162.0,Average,51.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,16.0,512.0
lg,Gram 14 2023 ‎14Z90R-G.CH75A2,117899.0,66.0,100.0,4.7, windows 11,0,0,0,0,,0.999,1.0,14.0,1920.0,1200.0,Average,162.0,Average,72.0,16:10,0,1,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,16.0,512.0
lg,gram360 16,152499.0,73.0,63.0,4.5, windows 11,0,0,0,0,16.95,1.48,1.0,16.0,2560.0,1600.0,Average,189.0,Average,80.0,16:10,1,0,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,16.0,1024.0
dell,Vostro 5630 IN5630P8YRR001ORS1,78980.0,62.0,101.0,4.8, windows 11,0,0,0,0,18.0,1.91,1.0,16.0,1080.0,1920.0,Average,138.0,Low,54.0,16:10,0,1,13.0,intel,Core i5,1.9,4.6,12.0,12.0,intel,16.0,512.0
dell,Inspiron 5430,86730.0,62.0,175.0,4.0, windows 11,0,1,0,0,19.5,1.59,1.0,14.0,1200.0,1920.0,Good,141.0,Average,54.0,16:10,0,1,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,16.0,1024.0
dell,Inspiron 14 5430 2023,62990.0,56.0,123.0,4.1, windows 11,0,1,0,0,19.5,1.59,1.0,14.0,1200.0,1920.0,Good,141.0,Average,54.0,16:10,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,1024.0
asus,Vivobook 16X 2023 K3605ZV-MB741WS,104990.0,71.0,117.0,4.6, windows 11,0,0,0,1,20.0,1.8,1.0,16.0,1200.0,1920.0,Average,283.0,Highest,50.0,16:10,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,512.0
asus,Vivobook 15 2023 X1504VA-NJ544WS,63990.0,60.0,109.0,4.5, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,16:9,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
acer,Nitro 5 AN515-58 UN.QFHSI.026 Gaming,69990.0,64.0,627.0,4.3, windows 11,0,0,0,1,26.9,2.5,1.0,15.6,1080.0,1920.0,Average,141.0,Average,57.5,16:9,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
dell,Inspiron 2023 14 5430,70790.0,59.0,180.0,3.8, windows 11,0,1,0,0,19.5,1.59,1.0,14.0,1200.0,1920.0,Good,141.0,Average,54.0,16:10,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,1024.0
hp,255 G8 6E3Z0PA,23940.0,47.0,115.0,4.2, dos,0,0,0,0,17.9,1.47,1.0,15.6,768.0,1366.0,Bad,100.0,Lowest,41.0,,0,0,,amd,Ryzen,2.6,3.5,2.0,4.0,amd,8.0,512.0
infinix,Zerobook 13 ZL513 2023,66990.0,59.0,149.0,4.4, windows 11,0,0,1,0,16.95,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,,0,0,13.0,intel,Core i7,,5.0,14.0,24.0,intel,32.0,1024.0
lenovo,ThinkPad E14 21JRS00Y00,42990.0,56.0,116.0,4.1, windows 11,0,1,0,0,,1.41,1.0,14.0,1200.0,1920.0,Good,157.0,High,45.0,16:9,0,1,7.0,amd,Ryzen 3,2.3,4.3,4.0,8.0,amd,8.0,512.0
lenovo,ThinkBook 15 21JF002CIN,32990.0,56.0,80.0,4.4, dos,0,0,1,0,18.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,,0,1,7.0,amd,Ryzen 3,2.3,4.3,4.0,8.0,amd,8.0,512.0
msi,Thin GF63 11SC-1477IN Gaming,41990.0,62.0,332.0,4.3, windows 11,0,0,1,0,,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,11.0,intel,Core i5,2.1,4.4,6.0,12.0,nvidia,8.0,512.0
msi,Katana GF66 12UCOK 2023 Gaming,69990.0,62.0,107.0,4.1, windows 11,0,0,0,0,,,2.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
lenovo,S14 Gen 3 82TW001CIH,47890.0,56.0,89.0,4.3, windows 11,0,0,0,0,,1.5,2.0,14.0,1080.0,1920.0,Average,157.0,High,45.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
lenovo,IdeaPad 1 14IGL7 82V6005EIN,26490.0,45.0,524.0,4.1, windows 11,0,0,1,0,17.9,1.3,1.0,14.0,768.0,1366.0,Bad,135.0,Average,,16:9,0,1,4.0,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,256.0
